"proteinSearched","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"hormone","COL7A1","ENSG00000114270","This gene encodes the alpha chain of type VII collagen. The type VII collagen fibril, composed of three identical alpha collagen chains, is restricted to the basement zone beneath stratified squamous epithelia. It functions as an anchoring fibril between the external epithelia and the underlying stroma. Mutations in this gene are associated with all forms of dystrophic epidermolysis bullosa. In the absence of mutations, however, an acquired form of this disease can result from an autoimmune response made to type VII collagen. [provided by RefSeq, Jul 2008]","                                            COL7A1 (Collagen Type VII Alpha 1 Chain) is a Protein Coding gene.                                            Diseases associated with COL7A1 include Epidermolysis Bullosa Pruriginosa and Transient Bullous Dermolysis Of The Newborn.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and serine-type endopeptidase inhibitor activity.                                            An important paralog of this gene is COL2A1.","Stratified squamous epithelial basement membrane protein that forms anchoring fibrils which may contribute to epithelial basement membrane organization and adherence by interacting with extracellular matrix (ECM) proteins such as type IV collagen.
                         CO7A1_HUMAN,Q02388
                         ","Wed Sep 09 08:38:18 2020"
"hormone","COL4A4","ENSG00000081052","This gene encodes one of the six subunits of type IV collagen, the major structural component of basement membranes. This particular collagen IV subunit, however, is only found in a subset of basement membranes. Like the other members of the type IV collagen gene family, this gene is organized in a head-to-head conformation with another type IV collagen gene so that each gene pair shares a common promoter. Mutations in this gene are associated with type II autosomal recessive Alport syndrome (hereditary glomerulonephropathy) and with familial benign hematuria (thin basement membrane disease). Two transcripts, differing only in their transcription start sites, have been identified for this gene and, as is common for collagen genes, multiple polyadenylation sites are found in the 3' UTR. [provided by RefSeq, Jul 2008]","                                            COL4A4 (Collagen Type IV Alpha 4 Chain) is a Protein Coding gene.                                            Diseases associated with COL4A4 include Hematuria, Benign Familial and Alport Syndrome 2, Autosomal Recessive.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include extracellular matrix structural constituent.                                            An important paralog of this gene is COL4A6.","Type IV collagen is the major structural component of glomerular basement membranes (GBM), forming a 'chicken-wire' meshwork together with laminins, proteoglycans and entactin/nidogen.
                         CO4A4_HUMAN,P53420
                         ","Wed Sep 09 08:38:19 2020"
"hormone","COL9A1","ENSG00000112280","This gene encodes one of the three alpha chains of type IX collagen, which is a minor (5-20%) collagen component of hyaline cartilage. Type IX collagen is usually found in tissues containing type II collagen, a fibrillar collagen. Studies in knockout mice have shown that synthesis of the alpha 1 chain is essential for assembly of type IX collagen molecules, a heterotrimeric molecule, and that lack of type IX collagen is associated with early onset osteoarthritis. Mutations in this gene are associated with osteoarthritis in humans, with multiple epiphyseal dysplasia, 6, a form of chondrodysplasia, and with Stickler syndrome, a disease characterized by ophthalmic, orofacial, articular, and auditory defects. Two transcript variants that encode different isoforms have been identified for this gene. [provided by RefSeq, Jul 2008]","                                            COL9A1 (Collagen Type IX Alpha 1 Chain) is a Protein Coding gene.                                            Diseases associated with COL9A1 include Stickler Syndrome, Type Iv and Epiphyseal Dysplasia, Multiple, 6.                                            Among its related pathways are Integrin Pathway and Gastric Cancer Network 2.                                            Gene Ontology (GO) annotations related to this gene include extracellular matrix structural constituent conferring tensile strength.                                            An important paralog of this gene is COL5A1.","Structural component of hyaline cartilage and vitreous of the eye.
                         CO9A1_HUMAN,P20849
                         ","Wed Sep 09 08:38:20 2020"
"hormone","COL9A3","ENSG00000092758","This gene encodes one of the three alpha chains of type IX collagen, the major collagen component of hyaline cartilage. Type IX collagen, a heterotrimeric molecule, is usually found in tissues containing type II collagen, a fibrillar collagen. Mutations in this gene are associated with multiple epiphyseal dysplasia type 3. [provided by RefSeq, Jan 2010]","                                            COL9A3 (Collagen Type IX Alpha 3 Chain) is a Protein Coding gene.                                            Diseases associated with COL9A3 include Epiphyseal Dysplasia, Multiple, 3 and Intervertebral Disc Disease.                                            Among its related pathways are Integrin Pathway and Gastric Cancer Network 2.                                            Gene Ontology (GO) annotations related to this gene include extracellular matrix structural constituent conferring tensile strength.                                            An important paralog of this gene is COL5A1.","Structural component of hyaline cartilage and vitreous of the eye.
                         CO9A3_HUMAN,Q14050
                         ","Wed Sep 09 08:38:23 2020"
"hormone","COL4A1","ENSG00000187498","This gene encodes a type IV collagen alpha protein. Type IV collagen proteins are integral components of basement membranes. This gene shares a bidirectional promoter with a paralogous gene on the opposite strand. The protein consists of an amino-terminal 7S domain, a triple-helix forming collagenous domain, and a carboxy-terminal non-collagenous domain. It functions as part of a heterotrimer and interacts with other extracellular matrix components such as perlecans, proteoglycans, and laminins. In addition, proteolytic cleavage of the non-collagenous carboxy-terminal domain results in a biologically active fragment known as arresten, which has anti-angiogenic and tumor suppressor properties. Mutations in this gene cause porencephaly, cerebrovascular disease, and renal and muscular defects. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2014]","                                            COL4A1 (Collagen Type IV Alpha 1 Chain) is a Protein Coding gene.                                            Diseases associated with COL4A1 include Retinal Arteries, Tortuosity Of and Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include extracellular matrix structural constituent and extracellular matrix constituent conferring elasticity.                                            An important paralog of this gene is COL4A5.","Type IV collagen is the major structural component of glomerular basement membranes (GBM), forming a 'chicken-wire' meshwork together with laminins, proteoglycans and entactin/nidogen.
                         CO4A1_HUMAN,P02462
                         ","Wed Sep 09 08:38:25 2020"
"hormone","COL9A2","ENSG00000049089","This gene encodes one of the three alpha chains of type IX collagen, the major collagen component of hyaline cartilage. Type IX collagen, a heterotrimeric molecule, is usually found in tissues containing type II collagen, a fibrillar collagen. This chain is unusual in that, unlike the other two type IX alpha chains, it contains a covalently attached glycosaminoglycan side chain. Mutations in this gene are associated with multiple epiphyseal dysplasia. [provided by RefSeq, Jul 2008]","                                            COL9A2 (Collagen Type IX Alpha 2 Chain) is a Protein Coding gene.                                            Diseases associated with COL9A2 include Stickler Syndrome, Type V and Epiphyseal Dysplasia, Multiple, 2.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include extracellular matrix structural constituent conferring tensile strength.                                            An important paralog of this gene is COL4A4.","Structural component of hyaline cartilage and vitreous of the eye.
                         CO9A2_HUMAN,Q14055
                         ","Wed Sep 09 08:38:28 2020"
"hormone","COL4A5","ENSG00000188153","This gene encodes one of the six subunits of type IV collagen, the major structural component of basement membranes. Mutations in this gene are associated with X-linked Alport syndrome, also known as hereditary nephritis. Like the other members of the type IV collagen gene family, this gene is organized in a head-to-head conformation with another type IV collagen gene so that each gene pair shares a common promoter. Alternatively spliced transcript variants have been identified for this gene. [provided by RefSeq, Aug 2010]","                                            COL4A5 (Collagen Type IV Alpha 5 Chain) is a Protein Coding gene.                                            Diseases associated with COL4A5 include Alport Syndrome 1, X-Linked and Alport Syndrome.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include extracellular matrix structural constituent.                                            An important paralog of this gene is COL4A1.","Type IV collagen is the major structural component of glomerular basement membranes (GBM), forming a 'chicken-wire' meshwork together with laminins, proteoglycans and entactin/nidogen.
                         CO4A5_HUMAN,P29400
                         ","Wed Sep 09 08:38:31 2020"
"hormone","COL12A1","ENSG00000111799","This gene encodes the alpha chain of type XII collagen, a member of the FACIT (fibril-associated collagens with interrupted triple helices) collagen family. Type XII collagen is a homotrimer found in association with type I collagen, an association that is thought to modify the interactions between collagen I fibrils and the surrounding matrix. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008]","                                            COL12A1 (Collagen Type XII Alpha 1 Chain) is a Protein Coding gene.                                            Diseases associated with COL12A1 include Bethlem Myopathy 2 and Ullrich Congenital Muscular Dystrophy 2.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include extracellular matrix structural constituent conferring tensile strength.                                            An important paralog of this gene is COL14A1.","Type XII collagen interacts with type I collagen-containing fibrils, the COL1 domain could be associated with the surface of the fibrils, and the COL2 and NC3 domains may be localized in the perifibrillar matrix.
                         COCA1_HUMAN,Q99715
                         ","Wed Sep 09 08:38:32 2020"
"hormone","COL11A2","ENSG00000204248","This gene encodes one of the two alpha chains of type XI collagen, a minor fibrillar collagen. It is located on chromosome 6 very close to but separate from the gene for retinoid X receptor beta. Type XI collagen is a heterotrimer but the third alpha chain is a post-translationally modified alpha 1 type II chain. Proteolytic processing of this type XI chain produces PARP, a proline/arginine-rich protein that is an amino terminal domain. Mutations in this gene are associated with type III Stickler syndrome, otospondylomegaepiphyseal dysplasia (OSMED syndrome), Weissenbacher-Zweymuller syndrome, autosomal dominant non-syndromic sensorineural type 13 deafness (DFNA13), and autosomal recessive non-syndromic sensorineural type 53 deafness (DFNB53). Alternative splicing results in multiple transcript variants. A related pseudogene is located nearby on chromosome 6. [provided by RefSeq, Jul 2009]","                                            COL11A2 (Collagen Type XI Alpha 2 Chain) is a Protein Coding gene.                                            Diseases associated with COL11A2 include Otospondylomegaepiphyseal Dysplasia, Autosomal Recessive and Otospondylomegaepiphyseal Dysplasia, Autosomal Dominant.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include extracellular matrix structural constituent and extracellular matrix structural constituent conferring tensile strength.                                            An important paralog of this gene is COL5A1.","May play an important role in fibrillogenesis by controlling lateral growth of collagen II fibrils.
                         COBA2_HUMAN,P13942
                         ","Wed Sep 09 08:38:32 2020"
"hormone","COL11A1","ENSG00000060718","This gene encodes one of the two alpha chains of type XI collagen, a minor fibrillar collagen. Type XI collagen is a heterotrimer but the third alpha chain is a post-translationally modified alpha 1 type II chain. Mutations in this gene are associated with type II Stickler syndrome and with Marshall syndrome. A single-nucleotide polymorphism in this gene is also associated with susceptibility to lumbar disc herniation. Multiple transcript variants have been identified for this gene. [provided by RefSeq, Nov 2009]","                                            COL11A1 (Collagen Type XI Alpha 1 Chain) is a Protein Coding gene.                                            Diseases associated with COL11A1 include Stickler Syndrome, Type Ii and Marshall Syndrome.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include extracellular matrix structural constituent and extracellular matrix binding.                                            An important paralog of this gene is COL5A1.","May play an important role in fibrillogenesis by controlling lateral growth of collagen II fibrils.
                         COBA1_HUMAN,P12107
                         ","Wed Sep 09 08:38:34 2020"
"hormone","CD36","ENSG00000135218","The protein encoded by this gene is the fourth major glycoprotein of the platelet surface and serves as a receptor for thrombospondin in platelets and various cell lines. Since thrombospondins are widely distributed proteins involved in a variety of adhesive processes, this protein may have important functions as a cell adhesion molecule. It binds to collagen, thrombospondin, anionic phospholipids and oxidized LDL. It directly mediates cytoadherence of Plasmodium falciparum parasitized erythrocytes and it binds long chain fatty acids and may function in the transport and/or as a regulator of fatty acid transport. Mutations in this gene cause platelet glycoprotein deficiency. Multiple alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Feb 2014]","                                            CD36 (CD36 Molecule) is a Protein Coding gene.                                            Diseases associated with CD36 include Platelet Glycoprotein Iv Deficiency and Coronary Heart Disease 7.                                            Among its related pathways are Antigen processing-Cross presentation and Activated TLR4 signalling.                                            Gene Ontology (GO) annotations related to this gene include lipid binding and low-density lipoprotein particle binding.                                            An important paralog of this gene is SCARB2.","Multifunctional glycoprotein that acts as receptor for a broad range of ligands. Ligands can be of proteinaceous nature like thrombospondin, fibronectin, collagen or amyloid-beta as well as of lipidic nature such as oxidized low-density lipoprotein (oxLDL), anionic phospholipids, long-chain fatty acids and bacterial diacylated lipopeptides. They are generally multivalent and can therefore engage multiple receptors simultaneously, the resulting formation of CD36 clusters initiates signal transduction and internalization of receptor-ligand complexes. The dependency on coreceptor signaling is strongly ligand specific. Cellular responses to these ligands are involved in angiogenesis, inflammatory response, fatty acid metabolism, taste and dietary fat processing in the intestine (Probable). Binds long-chain fatty acids and facilitates their transport into cells, thus participating in muscle lipid utilization, adipose energy storage, and gut fat absorption (By similarity) (PubMed:18353783, PubMed:21610069). In the small intestine, plays a role in proximal absorption of dietary fatty acid and cholesterol for optimal chylomicron formation, possibly through the activation of MAPK1/3 (ERK1/2) signaling pathway (By similarity) (PubMed:18753675). Involved in oral fat perception and preferences (PubMed:22240721, PubMed:25822988). Detection into the tongue of long-chain fatty acids leads to a rapid and sustained rise in flux and protein content of pancreatobiliary secretions (By similarity). In taste receptor cells, mediates the induction of an increase in intracellular calcium levels by long-chain fatty acids, leading to the activation of the gustatory neurons in the nucleus of the solitary tract (By similarity). Important factor in both ventromedial hypothalamus neuronal sensing of long-chain fatty acid and the regulation of energy and glucose homeostasis (By similarity). Receptor for thombospondins, THBS1 and THBS2, mediating their antiangiogenic effects (By similarity). As a coreceptor for TLR4:TLR6 heterodimer, promotes inflammation in monocytes/macrophages. Upon ligand binding, such as oxLDL or amyloid-beta 42, interacts with the heterodimer TLR4:TLR6, the complex is internalized and triggers inflammatory response, leading to NF-kappa-B-dependent production of CXCL1, CXCL2 and CCL9 cytokines, via MYD88 signaling pathway, and CCL5 cytokine, via TICAM1 signaling pathway, as well as IL1B secretion, through the priming and activation of the NLRP3 inflammasome (By similarity) (PubMed:20037584). Selective and nonredundant sensor of microbial diacylated lipopeptide that signal via TLR2:TLR6 heterodimer, this cluster triggers signaling from the cell surface, leading to the NF-kappa-B-dependent production of TNF, via MYD88 signaling pathway and subsequently is targeted to the Golgi in a lipid-raft dependent pathway (By similarity) (PubMed:16880211).
                         CD36_HUMAN,P16671
                         ","Wed Sep 09 08:38:36 2020"
"hormone","COL8A2","ENSG00000171812","This gene encodes the alpha 2 chain of type VIII collagen. This protein is a major component of the basement membrane of the corneal endothelium and forms homo- or heterotrimers with alpha 1 (VIII) type collagens. Defects in this gene are associated with Fuchs endothelial corneal dystrophy and posterior polymorphous corneal dystrophy type 2. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2014]","                                            COL8A2 (Collagen Type VIII Alpha 2 Chain) is a Protein Coding gene.                                            Diseases associated with COL8A2 include Corneal Dystrophy, Fuchs Endothelial, 1 and Corneal Dystrophy, Posterior Polymorphous, 2.                                            Among its related pathways are Integrin Pathway and Degradation of the extracellular matrix.                                            Gene Ontology (GO) annotations related to this gene include extracellular matrix structural constituent and protein binding, bridging.                                            An important paralog of this gene is COL8A1.","Macromolecular component of the subendothelium. Major component of the Descemet's membrane (basement membrane) of corneal endothelial cells. Also component of the endothelia of blood vessels. Necessary for migration and proliferation of vascular smooth muscle cells and thus, has a potential role in the maintenance of vessel wall integrity and structure, in particular in atherogenesis (By similarity).
                         CO8A2_HUMAN,P25067
                         ","Wed Sep 09 08:38:36 2020"
"hormone","COL10A1","ENSG00000123500","This gene encodes the alpha chain of type X collagen, a short chain collagen expressed by hypertrophic chondrocytes during endochondral ossification. Unlike type VIII collagen, the other short chain collagen, type X collagen is a homotrimer. Mutations in this gene are associated with Schmid type metaphyseal chondrodysplasia (SMCD) and Japanese type spondylometaphyseal dysplasia (SMD). [provided by RefSeq, Jul 2008]","                                            COL10A1 (Collagen Type X Alpha 1 Chain) is a Protein Coding gene.                                            Diseases associated with COL10A1 include Metaphyseal Chondrodysplasia, Schmid Type and Cartilage Disease.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                                                                        An important paralog of this gene is COL8A2.","Type X collagen is a product of hypertrophic chondrocytes and has been localized to presumptive mineralization zones of hyaline cartilage.
                         COAA1_HUMAN,Q03692
                         ","Wed Sep 09 08:38:37 2020"
