"proteinSearched","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"transcription","ERCC2","ENSG00000104884","The nucleotide excision repair pathway is a mechanism to repair damage to DNA. The protein encoded by this gene is involved in transcription-coupled nucleotide excision repair and is an integral member of the basal transcription factor BTF2/TFIIH complex. The gene product has ATP-dependent DNA helicase activity and belongs to the RAD3/XPD subfamily of helicases. Defects in this gene can result in three different disorders, the cancer-prone syndrome xeroderma pigmentosum complementation group D, trichothiodystrophy, and Cockayne syndrome. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2008]","                                            ERCC2 (ERCC Excision Repair 2, TFIIH Core Complex Helicase Subunit) is a Protein Coding gene.                                            Diseases associated with ERCC2 include Xeroderma Pigmentosum, Complementation Group D and Cerebrooculofacioskeletal Syndrome 2.                                            Among its related pathways are RNA Polymerase II Transcription Initiation And Promoter Clearance and Transcription-Coupled Nucleotide Excision Repair (TC-NER).                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding and protein C-terminus binding.                                            An important paralog of this gene is RTEL1.","ATP-dependent 5'-3' DNA helicase, component of the general transcription and DNA repair factor IIH (TFIIH) core complex, which is involved in general and transcription-coupled nucleotide excision repair (NER) of damaged DNA and, when complexed to CAK, in RNA transcription by RNA polymerase II. In NER, TFIIH acts by opening DNA around the lesion to allow the excision of the damaged oligonucleotide and its replacement by a new DNA fragment. The ATP-dependent helicase activity of XPD/ERCC2 is required for DNA opening. In transcription, TFIIH has an essential role in transcription initiation. When the pre-initiation complex (PIC) has been established, TFIIH is required for promoter opening and promoter escape. Phosphorylation of the C-terminal tail (CTD) of the largest subunit of RNA polymerase II by the kinase module CAK controls the initiation of transcription. XPD/ERCC2 acts by forming a bridge between CAK and the core-TFIIH complex. Involved in the regulation of vitamin-D receptor activity. As part of the mitotic spindle-associated MMXD complex it plays a role in chromosome segregation. Might have a role in aging process and could play a causative role in the generation of skin cancers.
                         ERCC2_HUMAN,P18074
                         ","Wed Sep 09 08:39:04 2020"
"transcription","TFAP2A","ENSG00000137203","The protein encoded by this gene is a transcription factor that binds the consensus sequence 5'-GCCNNNGGC-3'. The encoded protein functions as either a homodimer or as a heterodimer with similar family members. This protein activates the transcription of some genes while inhibiting the transcription of others. Defects in this gene are a cause of branchiooculofacial syndrome (BOFS). Three transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Dec 2009]","                                            TFAP2A (Transcription Factor AP-2 Alpha) is a Protein Coding gene.                                            Diseases associated with TFAP2A include Branchiooculofacial Syndrome and Lens Subluxation.                                            Among its related pathways are Neuroscience and Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and sequence-specific DNA binding.                                            An important paralog of this gene is TFAP2B.","Sequence-specific DNA-binding protein that interacts with inducible viral and cellular enhancer elements to regulate transcription of selected genes. AP-2 factors bind to the consensus sequence 5'-GCCNNNGGC-3' and activate genes involved in a large spectrum of important biological functions including proper eye, face, body wall, limb and neural tube development. They also suppress a number of genes including MCAM/MUC18, C/EBP alpha and MYC. AP-2-alpha is the only AP-2 protein required for early morphogenesis of the lens vesicle. Together with the CITED2 coactivator, stimulates the PITX2 P1 promoter transcription activation. Associates with chromatin to the PITX2 P1 promoter region.
                         AP2A_HUMAN,P05549
                         ","Wed Sep 09 08:39:05 2020"
"transcription","RUNX1","ENSG00000159216","Core binding factor (CBF) is a heterodimeric transcription factor that binds to the core element of many enhancers and promoters. The protein encoded by this gene represents the alpha subunit of CBF and is thought to be involved in the development of normal hematopoiesis. Chromosomal translocations involving this gene are well-documented and have been associated with several types of leukemia. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]","                                            RUNX1 (RUNX Family Transcription Factor 1) is a Protein Coding gene.                                            Diseases associated with RUNX1 include Platelet Disorder, Familial, With Associated Myeloid Malignancy and Leukemia, Acute Myeloid.                                            Among its related pathways are Transcriptional misregulation in cancer and Endometrial cancer.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and protein homodimerization activity.                                            An important paralog of this gene is RUNX2.","Forms the heterodimeric complex core-binding factor (CBF) with CBFB. RUNX members modulate the transcription of their target genes through recognizing the core consensus binding sequence 5'-TGTGGT-3', or very rarely, 5'-TGCGGT-3', within their regulatory regions via their runt domain, while CBFB is a non-DNA-binding regulatory subunit that allosterically enhances the sequence-specific DNA-binding capacity of RUNX. The heterodimers bind to the core site of a number of enhancers and promoters, including murine leukemia virus, polyomavirus enhancer, T-cell receptor enhancers, LCK, IL3 and GM-CSF promoters (Probable). Essential for the development of normal hematopoiesis (PubMed:17431401). Acts synergistically with ELF4 to transactivate the IL-3 promoter and with ELF2 to transactivate the BLK promoter (PubMed:10207087, PubMed:14970218). Inhibits KAT6B-dependent transcriptional activation (By similarity). Involved in lineage commitment of immature T cell precursors. CBF complexes repress ZBTB7B transcription factor during cytotoxic (CD8+) T cell development. They bind to RUNX-binding sequence within the ZBTB7B locus acting as transcriptional silencer and allowing for cytotoxic T cell differentiation. CBF complexes binding to the transcriptional silencer is essential for recruitment of nuclear protein complexes that catalyze epigenetic modifications to establish epigenetic ZBTB7B silencing (By similarity). Controls the anergy and suppressive function of regulatory T-cells (Treg) by associating with FOXP3. Activates the expression of IL2 and IFNG and down-regulates the expression of TNFRSF18, IL2RA and CTLA4, in conventional T-cells (PubMed:17377532). Positively regulates the expression of RORC in T-helper 17 cells (By similarity).
                         RUNX1_HUMAN,Q01196
                         ","Wed Sep 09 08:39:06 2020"
"transcription","MYC","ENSG00000136997","This gene is a proto-oncogene and encodes a nuclear phosphoprotein that plays a role in cell cycle progression, apoptosis and cellular transformation. The encoded protein forms a heterodimer with the related transcription factor MAX. This complex binds to the E box DNA consensus sequence and regulates the transcription of specific target genes. Amplification of this gene is frequently observed in numerous human cancers. Translocations involving this gene are associated with Burkitt lymphoma and multiple myeloma in human patients. There is evidence to show that translation initiates both from an upstream, in-frame non-AUG (CUG) and a downstream AUG start site, resulting in the production of two isoforms with distinct N-termini. [provided by RefSeq, Aug 2017]","                                            MYC (MYC Proto-Oncogene, BHLH Transcription Factor) is a Protein Coding gene.                                            Diseases associated with MYC include Burkitt Lymphoma and High Grade B-Cell Lymphoma With Myc And/ Or Bcl2 And/Or Bcl6 Rearrangement.                                            Among its related pathways are Association Between Physico-Chemical Features and Toxicity Associated Pathways and Transcriptional activity of SMAD2/SMAD3-SMAD4 heterotrimer.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and RNA polymerase II proximal promoter sequence-specific DNA binding.                                            An important paralog of this gene is MYCN.","Transcription factor that binds DNA in a non-specific manner, yet also specifically recognizes the core sequence 5'-CAC[GA]TG-3'. Activates the transcription of growth-related genes. Binds to the VEGFA promoter, promoting VEGFA production and subsequent sprouting angiogenesis (PubMed:24940000). Regulator of somatic reprogramming, controls self-renewal of embryonic stem cells. Functions with TAF6L to activate target gene expression through RNA polymerase II pause release (By similarity).
                         MYC_HUMAN,P01106
                         ","Wed Sep 09 08:39:08 2020"
"transcription","AR","ENSG00000169083","The androgen receptor gene is more than 90 kb long and codes for a protein that has 3 major functional domains: the N-terminal domain, DNA-binding domain, and androgen-binding domain. The protein functions as a steroid-hormone activated transcription factor. Upon binding the hormone ligand, the receptor dissociates from accessory proteins, translocates into the nucleus, dimerizes, and then stimulates transcription of androgen responsive genes. This gene contains 2 polymorphic trinucleotide repeat segments that encode polyglutamine and polyglycine tracts in the N-terminal transactivation domain of its protein. Expansion of the polyglutamine tract from the normal 9-34 repeats to the pathogenic 38-62 repeats causes spinal bulbar muscular atrophy (SBMA, also known as Kennedy's disease). Mutations in this gene are also associated with complete androgen insensitivity (CAIS). Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jan 2017]","                                            AR (Androgen Receptor) is a Protein Coding gene.                                            Diseases associated with AR include Androgen Insensitivity, Partial and Spinal And Bulbar Muscular Atrophy, X-Linked 1.                                            Among its related pathways are Regulation of Wnt-mediated beta catenin signaling and target gene transcription and Signal transduction_PKA signaling.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and chromatin binding.                                            An important paralog of this gene is NR3C2.","Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins like ZBTB7A that recruits NCOR1 and NCOR2 to the androgen response elements/ARE on target genes, negatively regulating androgen receptor signaling and androgen-induced cell proliferation (PubMed:20812024). Transcription activation is also down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.
                         ANDR_HUMAN,P10275
                         ","Wed Sep 09 08:39:11 2020"
"transcription","RELA","ENSG00000173039","NF-kappa-B is a ubiquitous transcription factor involved in several biological processes. It is held in the cytoplasm in an inactive state by specific inhibitors. Upon degradation of the inhibitor, NF-kappa-B moves to the nucleus and activates transcription of specific genes. NF-kappa-B is composed of NFKB1 or NFKB2 bound to either REL, RELA, or RELB. The most abundant form of NF-kappa-B is NFKB1 complexed with the product of this gene, RELA. Four transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2011]","                                            RELA (RELA Proto-Oncogene, NF-KB Subunit) is a Protein Coding gene.                                            Diseases associated with RELA include Mucocutaneous Ulceration, Chronic and Rela Fusion-Positive Ependymoma.                                            Among its related pathways are GDNF-Family Ligands and Receptor Interactions and Apoptosis Modulation and Signaling.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and identical protein binding.                                            An important paralog of this gene is REL.","NF-kappa-B is a pleiotropic transcription factor present in almost all cell types and is the endpoint of a series of signal transduction events that are initiated by a vast array of stimuli related to many biological processes such as inflammation, immunity, differentiation, cell growth, tumorigenesis and apoptosis. NF-kappa-B is a homo- or heterodimeric complex formed by the Rel-like domain-containing proteins RELA/p65, RELB, NFKB1/p105, NFKB1/p50, REL and NFKB2/p52. The heterodimeric RELA-NFKB1 complex appears to be most abundant one. The dimers bind at kappa-B sites in the DNA of their target genes and the individual dimers have distinct preferences for different kappa-B sites that they can bind with distinguishable affinity and specificity. Different dimer combinations act as transcriptional activators or repressors, respectively. The NF-kappa-B heterodimeric RELA-NFKB1 and RELA-REL complexes, for instance, function as transcriptional activators. NF-kappa-B is controlled by various mechanisms of post-translational modification and subcellular compartmentalization as well as by interactions with other cofactors or corepressors. NF-kappa-B complexes are held in the cytoplasm in an inactive state complexed with members of the NF-kappa-B inhibitor (I-kappa-B) family. In a conventional activation pathway, I-kappa-B is phosphorylated by I-kappa-B kinases (IKKs) in response to different activators, subsequently degraded thus liberating the active NF-kappa-B complex which translocates to the nucleus. The inhibitory effect of I-kappa-B on NF-kappa-B through retention in the cytoplasm is exerted primarily through the interaction with RELA. RELA shows a weak DNA-binding site which could contribute directly to DNA binding in the NF-kappa-B complex. Beside its activity as a direct transcriptional activator, it is also able to modulate promoters accessibility to transcription factors and thereby indirectly regulate gene expression. Associates with chromatin at the NF-kappa-B promoter region via association with DDX1. Essential for cytokine gene expression in T-cells (PubMed:15790681). The NF-kappa-B homodimeric RELA-RELA complex appears to be involved in invasin-mediated activation of IL-8 expression.
                         TF65_HUMAN,Q04206
                         ","Wed Sep 09 08:39:13 2020"
"transcription","HIF1A","ENSG00000100644","This gene encodes the alpha subunit of transcription factor hypoxia-inducible factor-1 (HIF-1), which is a heterodimer composed of an alpha and a beta subunit. HIF-1 functions as a master regulator of cellular and systemic homeostatic response to hypoxia by activating transcription of many genes, including those involved in energy metabolism, angiogenesis, apoptosis, and other genes whose protein products increase oxygen delivery or facilitate metabolic adaptation to hypoxia. HIF-1 thus plays an essential role in embryonic vascularization, tumor angiogenesis and pathophysiology of ischemic disease. Alternatively spliced transcript variants encoding different isoforms have been identified for this gene. [provided by RefSeq, Jul 2011]","                                            HIF1A (Hypoxia Inducible Factor 1 Subunit Alpha) is a Protein Coding gene.                                            Diseases associated with HIF1A include Hypoxia and Retinal Ischemia.                                            Among its related pathways are Signaling by PTK6 and HIF1Alpha Pathway.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and protein heterodimerization activity.                                            An important paralog of this gene is EPAS1.","Functions as a master transcriptional regulator of the adaptive response to hypoxia. Under hypoxic conditions, activates the transcription of over 40 genes, including erythropoietin, glucose transporters, glycolytic enzymes, vascular endothelial growth factor, HILPDA, and other genes whose protein products increase oxygen delivery or facilitate metabolic adaptation to hypoxia. Plays an essential role in embryonic vascularization, tumor angiogenesis and pathophysiology of ischemic disease. Heterodimerizes with ARNT; heterodimer binds to core DNA sequence 5'-TACGTG-3' within the hypoxia response element (HRE) of target gene promoters (By similarity). Activation requires recruitment of transcriptional coactivators such as CREBBP and EP300. Activity is enhanced by interaction with both, NCOA1 or NCOA2. Interaction with redox regulatory protein APEX seems to activate CTAD and potentiates activation by NCOA1 and CREBBP. Involved in the axonal distribution and transport of mitochondria in neurons during hypoxia.
                         HIF1A_HUMAN,Q16665
                         ","Wed Sep 09 08:39:14 2020"
"transcription","ESR1","ENSG00000091831","This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative promoter usage and alternative splicing result in dozens of transcript variants, but the full-length nature of many of these variants has not been determined. [provided by RefSeq, Mar 2014]","                                            ESR1 (Estrogen Receptor 1) is a Protein Coding gene.                                            Diseases associated with ESR1 include Estrogen Resistance and Breast Cancer.                                            Among its related pathways are Estrogen signaling pathway and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and identical protein binding.                                            An important paralog of this gene is ESR2.","Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Ligand binding induces a conformational change allowing subsequent or combinatorial association with multiprotein coactivator complexes through LXXLL motifs of their respective components. Mutual transrepression occurs between the estrogen receptor (ER) and NF-kappa-B in a cell-type specific manner. Decreases NF-kappa-B DNA-binding activity and inhibits NF-kappa-B-mediated transcription from the IL6 promoter and displace RELA/p65 and associated coregulators from the promoter. Recruited to the NF-kappa-B response element of the CCL2 and IL8 promoters and can displace CREBBP. Present with NF-kappa-B components RELA/p65 and NFKB1/p50 on ERE sequences. Can also act synergistically with NF-kappa-B to activate transcription involving respective recruitment adjacent response elements; the function involves CREBBP. Can activate the transcriptional activity of TFF1. Also mediates membrane-initiated estrogen signaling involving various kinase cascades. Isoform 3 is involved in activation of NOS3 and endothelial nitric oxide production. Isoforms lacking one or several functional domains are thought to modulate transcriptional activity by competitive ligand or DNA binding and/or heterodimerization with the full-length receptor. Essential for MTA1-mediated transcriptional regulation of BRCA1 and BCAS3. Isoform 3 can bind to ERE and inhibit isoform 1.
                         ESR1_HUMAN,P03372
                         ","Wed Sep 09 08:39:15 2020"
"transcription","HDAC1","ENSG00000116478","Histone acetylation and deacetylation, catalyzed by multisubunit complexes, play a key role in the regulation of eukaryotic gene expression. The protein encoded by this gene belongs to the histone deacetylase/acuc/apha family and is a component of the histone deacetylase complex. It also interacts with retinoblastoma tumor-suppressor protein and this complex is a key element in the control of cell proliferation and differentiation. Together with metastasis-associated protein-2, it deacetylates p53 and modulates its effect on cell growth and apoptosis. [provided by RefSeq, Jul 2008]","                                            HDAC1 (Histone Deacetylase 1) is a Protein Coding gene.                                            Diseases associated with HDAC1 include Atrichia With Papular Lesions and Retinoblastoma.                                            Among its related pathways are Valproic acid pathway and Regulation of TP53 Activity through Acetylation.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and transcription factor binding.                                            An important paralog of this gene is HDAC2.","Responsible for the deacetylation of lysine residues on the N-terminal part of the core histones (H2A, H2B, H3 and H4). Histone deacetylation gives a tag for epigenetic repression and plays an important role in transcriptional regulation, cell cycle progression and developmental events. Histone deacetylases act via the formation of large multiprotein complexes. Deacetylates SP proteins, SP1 and SP3, and regulates their function. Component of the BRG1-RB1-HDAC1 complex, which negatively regulates the CREST-mediated transcription in resting neurons. Upon calcium stimulation, HDAC1 is released from the complex and CREBBP is recruited, which facilitates transcriptional activation. Deacetylates TSHZ3 and regulates its transcriptional repressor activity. Deacetylates 'Lys-310' in RELA and thereby inhibits the transcriptional activity of NF-kappa-B. Deacetylates NR1D2 and abrogates the effect of KAT5-mediated relieving of NR1D2 transcription repression activity. Component of a RCOR/GFI/KDM1A/HDAC complex that suppresses, via histone deacetylase (HDAC) recruitment, a number of genes implicated in multilineage blood cell development. Involved in CIART-mediated transcriptional repression of the circadian transcriptional activator: CLOCK-ARNTL/BMAL1 heterodimer. Required for the transcriptional repression of circadian target genes, such as PER1, mediated by the large PER complex or CRY1 through histone deacetylation.
                         HDAC1_HUMAN,Q13547
                         ","Wed Sep 09 08:39:16 2020"
"transcription","RB1","ENSG00000139687","The protein encoded by this gene is a negative regulator of the cell cycle and was the first tumor suppressor gene found. The encoded protein also stabilizes constitutive heterochromatin to maintain the overall chromatin structure. The active, hypophosphorylated form of the protein binds transcription factor E2F1. Defects in this gene are a cause of childhood cancer retinoblastoma (RB), bladder cancer, and osteogenic sarcoma. [provided by RefSeq, Jul 2008]","                                            RB1 (RB Transcriptional Corepressor 1) is a Protein Coding gene.                                            Diseases associated with RB1 include Retinoblastoma and Small Cell Cancer Of The Lung.                                            Among its related pathways are E2F transcription factor network and Mitotic Prophase.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and enzyme binding.                                            An important paralog of this gene is RBL1.","Key regulator of entry into cell division that acts as a tumor suppressor. Promotes G0-G1 transition when phosphorylated by CDK3/cyclin-C. Acts as a transcription repressor of E2F1 target genes. The underphosphorylated, active form of RB1 interacts with E2F1 and represses its transcription activity, leading to cell cycle arrest. Directly involved in heterochromatin formation by maintaining overall chromatin structure and, in particular, that of constitutive heterochromatin by stabilizing histone methylation. Recruits and targets histone methyltransferases SUV39H1, KMT5B and KMT5C, leading to epigenetic transcriptional repression. Controls histone H4 'Lys-20' trimethylation. Inhibits the intrinsic kinase activity of TAF1. Mediates transcriptional repression by SMARCA4/BRG1 by recruiting a histone deacetylase (HDAC) complex to the c-FOS promoter. In resting neurons, transcription of the c-FOS promoter is inhibited by BRG1-dependent recruitment of a phospho-RB1-HDAC1 repressor complex. Upon calcium influx, RB1 is dephosphorylated by calcineurin, which leads to release of the repressor complex (By similarity).
                         RB_HUMAN,P06400
                         ","Wed Sep 09 08:39:17 2020"
"transcription","ERCC6","ENSG00000225830","This gene encodes a DNA-binding protein that is important in transcription-coupled excision repair. The encoded protein has ATP-stimulated ATPase activity, interacts with several transcription and excision repair proteins, and may promote complex formation at DNA repair sites. Mutations in this gene are associated with Cockayne syndrome type B and cerebrooculofacioskeletal syndrome 1. Alternative splicing occurs between a splice site from exon 5 of this gene to the 3' splice site upstream of the open reading frame (ORF) of the adjacent gene, piggyback-derived-3 (GeneID:267004), which activates the alternative polyadenylation site downstream of the piggyback-derived-3 ORF. The resulting transcripts encode a fusion protein that shares sequence with the product of each individual gene. [provided by RefSeq, Mar 2016]","                                            ERCC6 (ERCC Excision Repair 6, Chromatin Remodeling Factor) is a Protein Coding gene.                                            Diseases associated with ERCC6 include Cockayne Syndrome B and Cerebrooculofacioskeletal Syndrome 1.                                            Among its related pathways are Transcription-Coupled Nucleotide Excision Repair (TC-NER) and Platinum Pathway, Pharmacokinetics/Pharmacodynamics.                                            Gene Ontology (GO) annotations related to this gene include chromatin binding and protein C-terminus binding.                                            An important paralog of this gene is EP400.","Essential factor involved in transcription-coupled nucleotide excision repair which allows RNA polymerase II-blocking lesions to be rapidly removed from the transcribed strand of active genes (PubMed:20541997, PubMed:26620705). Upon DNA-binding, it locally modifies DNA conformation by wrapping the DNA around itself, thereby modifying the interface between stalled RNA polymerase II and DNA (PubMed:15548521). It is required for transcription-coupled repair complex formation (PubMed:16916636). It recruits the CSA complex (DCX(ERCC8) complex), nucleotide excision repair proteins and EP300 to the sites of RNA polymerase II-blocking lesions (PubMed:16916636). Plays an important role in regulating the choice of the DNA double-strand breaks (DSBs) repair pathway and G2/M checkpoint activation; DNA-dependent ATPase activity is essential for this function (PubMed:25820262). Regulates the DNA repair pathway choice by inhibiting non-homologous end joining (NHEJ), thereby promoting the homologous recombination (HR)-mediated repair of DSBs during the S/G2 phases of the cell cycle (PubMed:25820262). Mediates the activation of the ATM- and CHEK2-dependent DNA damage responses thus preventing premature entry of cells into mitosis following the induction of DNA DSBs (PubMed:25820262). Acts as a chromatin remodeler at DSBs; DNA-dependent ATPase-dependent activity is essential for this function. Remodels chromatin by evicting histones from chromatin flanking DSBs, limiting RIF1 accumulation at DSBs thereby promoting BRCA1-mediated HR (PubMed:29203878). Required for stable recruitment of ELOA and CUL5 to DNA damage sites (PubMed:28292928). Involved in UV-induced translocation of ERCC8 to the nuclear matrix (PubMed:26620705). Essential for neuronal differentiation and neuritogenesis; regulates transcription and chromatin remodeling activities required during neurogenesis (PubMed:24874740).
                         ERCC6_HUMAN,Q03468
                         ","Wed Sep 09 08:39:19 2020"
"transcription","CREB1","ENSG00000118260","This gene encodes a transcription factor that is a member of the leucine zipper family of DNA binding proteins. This protein binds as a homodimer to the cAMP-responsive element, an octameric palindrome. The protein is phosphorylated by several protein kinases, and induces transcription of genes in response to hormonal stimulation of the cAMP pathway. Alternate splicing of this gene results in several transcript variants encoding different isoforms. [provided by RefSeq, Mar 2016]","                                            CREB1 (CAMP Responsive Element Binding Protein 1) is a Protein Coding gene.                                            Diseases associated with CREB1 include Histiocytoma, Angiomatoid Fibrous and Melanoma Of Soft Tissue.                                            Among its related pathways are Adenylate cyclase inhibitory pathway and DAG and IP3 signaling.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and enzyme binding.                                            An important paralog of this gene is CREM.","Phosphorylation-dependent transcription factor that stimulates transcription upon binding to the DNA cAMP response element (CRE), a sequence present in many viral and cellular promoters. Transcription activation is enhanced by the TORC coactivators which act independently of Ser-133 phosphorylation. Involved in different cellular processes including the synchronization of circadian rhythmicity and the differentiation of adipose cells.
                         CREB1_HUMAN,P16220
                         ","Wed Sep 09 08:39:25 2020"
"transcription","BRCA1","ENSG00000012048","This gene encodes a 190 kD nuclear phosphoprotein that plays a role in maintaining genomic stability, and it also acts as a tumor suppressor. The BRCA1 gene contains 22 exons spanning about 110 kb of DNA. The encoded protein combines with other tumor suppressors, DNA damage sensors, and signal transducers to form a large multi-subunit protein complex known as the BRCA1-associated genome surveillance complex (BASC). This gene product associates with RNA polymerase II, and through the C-terminal domain, also interacts with histone deacetylase complexes. This protein thus plays a role in transcription, DNA repair of double-stranded breaks, and recombination. Mutations in this gene are responsible for approximately 40% of inherited breast cancers and more than 80% of inherited breast and ovarian cancers. Alternative splicing plays a role in modulating the subcellular localization and physiological function of this gene. Many alternatively spliced transcript variants, some of which are disease-associated mutations, have been described for this gene, but the full-length natures of only some of these variants has been described. A related pseudogene, which is also located on chromosome 17, has been identified. [provided by RefSeq, May 2020]","                                            BRCA1 (BRCA1 DNA Repair Associated) is a Protein Coding gene.                                            Diseases associated with BRCA1 include Breast-Ovarian Cancer, Familial 1 and Fanconi Anemia, Complementation Group S.                                            Among its related pathways are ATM Pathway and Homologous DNA Pairing and Strand Exchange.                                            Gene Ontology (GO) annotations related to this gene include RNA binding and ligase activity.                                            ","E3 ubiquitin-protein ligase that specifically mediates the formation of 'Lys-6'-linked polyubiquitin chains and plays a central role in DNA repair by facilitating cellular responses to DNA damage. It is unclear whether it also mediates the formation of other types of polyubiquitin chains. The E3 ubiquitin-protein ligase activity is required for its tumor suppressor function. The BRCA1-BARD1 heterodimer coordinates a diverse range of cellular pathways such as DNA damage repair, ubiquitination and transcriptional regulation to maintain genomic stability. Regulates centrosomal microtubule nucleation. Required for normal cell cycle progression from G2 to mitosis. Required for appropriate cell cycle arrests after ionizing irradiation in both the S-phase and the G2 phase of the cell cycle. Involved in transcriptional regulation of P21 in response to DNA damage. Required for FANCD2 targeting to sites of DNA damage. May function as a transcriptional regulator. Inhibits lipid synthesis by binding to inactive phosphorylated ACACA and preventing its dephosphorylation. Contributes to homologous recombination repair (HRR) via its direct interaction with PALB2, fine-tunes recombinational repair partly through its modulatory role in the PALB2-dependent loading of BRCA2-RAD51 repair machinery at DNA breaks. Component of the BRCA1-RBBP8 complex which regulates CHEK1 activation and controls cell cycle G2/M checkpoints on DNA damage via BRCA1-mediated ubiquitination of RBBP8. Acts as a transcriptional activator (PubMed:20160719).
                         BRCA1_HUMAN,P38398
                         ","Wed Sep 09 08:39:28 2020"
"transcription","GTF2H2","ENSG00000145736","This gene is part of a 500 kb inverted duplication on chromosome 5q13. This duplicated region contains at least four genes and repetitive elements which make it prone to rearrangements and deletions. The repetitiveness and complexity of the sequence have also caused difficulty in determining the organization of this genomic region. This gene is within the telomeric copy of the duplication. Deletion of this gene sometimes accompanies deletion of the neighboring SMN1 gene in spinal muscular atrophy (SMA) patients but it is unclear if deletion of this gene contributes to the SMA phenotype. This gene encodes the 44 kDa subunit of RNA polymerase II transcription initiation factor IIH which is involved in basal transcription and nucleotide excision repair. Transcript variants for this gene have been described, but their full length nature has not been determined. A second copy of this gene within the centromeric copy of the duplication has been described in the literature. It is reported to be different by either two or four base pairs; however, no sequence data is currently available for the centromeric copy of the gene. [provided by RefSeq, Jul 2008]","                                            GTF2H2 (General Transcription Factor IIH Subunit 2) is a Protein Coding gene.                                            Diseases associated with GTF2H2 include Spinal Muscular Atrophy and Cockayne Syndrome.                                            Among its related pathways are RNA Polymerase II Transcription Initiation And Promoter Clearance and Transcription-Coupled Nucleotide Excision Repair (TC-NER).                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding and protein kinase activity.                                            An important paralog of this gene is GTF2H2C.","Component of the general transcription and DNA repair factor IIH (TFIIH) core complex, which is involved in general and transcription-coupled nucleotide excision repair (NER) of damaged DNA and, when complexed to CAK, in RNA transcription by RNA polymerase II. In NER, TFIIH acts by opening DNA around the lesion to allow the excision of the damaged oligonucleotide and its replacement by a new DNA fragment. In transcription, TFIIH has an essential role in transcription initiation. When the pre-initiation complex (PIC) has been established, TFIIH is required for promoter opening and promoter escape. Phosphorylation of the C-terminal tail (CTD) of the largest subunit of RNA polymerase II by the kinase module CAK controls the initiation of transcription. The N-terminus of GTF2H2 interacts with and regulates XPD whereas an intact C-terminus is required for a successful escape of RNAP II form the promoter.
                         TF2H2_HUMAN,Q13888
                         ","Wed Sep 09 08:39:31 2020"
