"proteinSearched","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"col4a6","RF00017-8614","NA","                                            RF00017-8614  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","                                            RF00017-8614  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","no summary","Wed Sep 09 08:47:51 2020"
"col4a6","COL4A1","ENSG00000187498","This gene encodes a type IV collagen alpha protein. Type IV collagen proteins are integral components of basement membranes. This gene shares a bidirectional promoter with a paralogous gene on the opposite strand. The protein consists of an amino-terminal 7S domain, a triple-helix forming collagenous domain, and a carboxy-terminal non-collagenous domain. It functions as part of a heterotrimer and interacts with other extracellular matrix components such as perlecans, proteoglycans, and laminins. In addition, proteolytic cleavage of the non-collagenous carboxy-terminal domain results in a biologically active fragment known as arresten, which has anti-angiogenic and tumor suppressor properties. Mutations in this gene cause porencephaly, cerebrovascular disease, and renal and muscular defects. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2014]","                                            COL4A1 (Collagen Type IV Alpha 1 Chain) is a Protein Coding gene.                                            Diseases associated with COL4A1 include Retinal Arteries, Tortuosity Of and Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include extracellular matrix structural constituent and extracellular matrix constituent conferring elasticity.                                            An important paralog of this gene is COL4A5.","Type IV collagen is the major structural component of glomerular basement membranes (GBM), forming a 'chicken-wire' meshwork together with laminins, proteoglycans and entactin/nidogen.
                         CO4A1_HUMAN,P02462
                         ","Wed Sep 09 08:47:52 2020"
"col4a6","IGF1","ENSG00000017427","The protein encoded by this gene is similar to insulin in function and structure and is a member of a family of proteins involved in mediating growth and development. The encoded protein is processed from a precursor, bound by a specific receptor, and secreted. Defects in this gene are a cause of insulin-like growth factor I deficiency. Alternative splicing results in multiple transcript variants encoding different isoforms that may undergo similar processing to generate mature protein. [provided by RefSeq, Sep 2015]","                                            IGF1 (Insulin Like Growth Factor 1) is a Protein Coding gene.                                            Diseases associated with IGF1 include Insulin-Like Growth Factor I and Pituitary Gland Disease.                                            Among its related pathways are Apoptosis Modulation and Signaling and Transcriptional misregulation in cancer.                                            Gene Ontology (GO) annotations related to this gene include growth factor activity and integrin binding.                                            An important paralog of this gene is IGF2.","The insulin-like growth factors, isolated from plasma, are structurally and functionally related to insulin but have a much higher growth-promoting activity. May be a physiological regulator of [1-14C]-2-deoxy-D-glucose (2DG) transport and glycogen synthesis in osteoblasts. Stimulates glucose transport in bone-derived osteoblastic (PyMS) cells and is effective at much lower concentrations than insulin, not only regarding glycogen and DNA synthesis but also with regard to enhancing glucose uptake. May play a role in synapse maturation (PubMed:21076856, PubMed:24132240). Ca(2+)-dependent exocytosis of IGF1 is required for sensory perception of smell in the olfactory bulb (By similarity). Acts as a ligand for IGF1R. Binds to the alpha subunit of IGF1R, leading to the activation of the intrinsic tyrosine kinase activity which autophosphorylates tyrosine residues in the beta subunit thus initiatiating a cascade of down-stream signaling events leading to activation of the PI3K-AKT/PKB and the Ras-MAPK pathways. Binds to integrins ITGAV:ITGB3 and ITGA6:ITGB4. Its binding to integrins and subsequent ternary complex formation with integrins and IGFR1 are essential for IGF1 signaling. Induces the phosphorylation and activation of IGFR1, MAPK3/ERK1, MAPK1/ERK2 and AKT1 (PubMed:19578119, PubMed:22351760, PubMed:23696648, PubMed:23243309).
                         IGF1_HUMAN,P05019
                         ","Wed Sep 09 08:47:53 2020"
"col4a6","TGFB3","ENSG00000119699","This gene encodes a secreted ligand of the TGF-beta (transforming growth factor-beta) superfamily of proteins. Ligands of this family bind various TGF-beta receptors leading to recruitment and activation of SMAD family transcription factors that regulate gene expression. The encoded preproprotein is proteolytically processed to generate a latency-associated peptide (LAP) and a mature peptide, and is found in either a latent form composed of a mature peptide homodimer, a LAP homodimer, and a latent TGF-beta binding protein, or in an active form consisting solely of the mature peptide homodimer. The mature peptide may also form heterodimers with other TGF-beta family members. This protein is involved in embryogenesis and cell differentiation, and may play a role in wound healing. Mutations in this gene are a cause of aortic aneurysms and dissections, as well as familial arrhythmogenic right ventricular dysplasia 1. [provided by RefSeq, Aug 2016]","                                            TGFB3 (Transforming Growth Factor Beta 3) is a Protein Coding gene.                                            Diseases associated with TGFB3 include Loeys-Dietz Syndrome 5 and Arrhythmogenic Right Ventricular Dysplasia, Familial, 1.                                            Among its related pathways are Degradation of the extracellular matrix and NF-KappaB Family Pathway.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and cytokine activity.                                            An important paralog of this gene is TGFB2.","Transforming growth factor beta-3 proprotein: Precursor of the Latency-associated peptide (LAP) and Transforming growth factor beta-3 (TGF-beta-3) chains, which constitute the regulatory and active subunit of TGF-beta-3, respectively.
                         TGFB3_HUMAN,P10600
                         ","Wed Sep 09 08:47:57 2020"
"col4a6","EGF","ENSG00000138798","This gene encodes a member of the epidermal growth factor superfamily. The encoded preproprotein is proteolytically processed to generate the 53-amino acid epidermal growth factor peptide. This protein acts a potent mitogenic factor that plays an important role in the growth, proliferation and differentiation of numerous cell types. This protein acts by binding with high affinity to the cell surface receptor, epidermal growth factor receptor. Defects in this gene are the cause of hypomagnesemia type 4. Dysregulation of this gene has been associated with the growth and progression of certain cancers. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein that is proteolytically processed. [provided by RefSeq, Jan 2016]","                                            EGF (Epidermal Growth Factor) is a Protein Coding gene.                                            Diseases associated with EGF include Hypomagnesemia 4, Renal and Familial Primary Hypomagnesemia With Normocalciuria And Normocalcemia.                                            Among its related pathways are DAG and IP3 signaling and RET signaling.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and epidermal growth factor receptor binding.                                            An important paralog of this gene is LRP1.","EGF stimulates the growth of various epidermal and epithelial tissues in vivo and in vitro and of some fibroblasts in cell culture. Magnesiotropic hormone that stimulates magnesium reabsorption in the renal distal convoluted tubule via engagement of EGFR and activation of the magnesium channel TRPM6. Can induce neurite outgrowth in motoneurons of the pond snail Lymnaea stagnalis in vitro (PubMed:10964941).
                         EGF_HUMAN,P01133
                         ","Wed Sep 09 08:48:00 2020"
"col4a6","COL4A2","ENSG00000134871","This gene encodes one of the six subunits of type IV collagen, the major structural component of basement membranes. The C-terminal portion of the protein, known as canstatin, is an inhibitor of angiogenesis and tumor growth. Like the other members of the type IV collagen gene family, this gene is organized in a head-to-head conformation with another type IV collagen gene so that each gene pair shares a common promoter. [provided by RefSeq, Jul 2008]","                                            COL4A2 (Collagen Type IV Alpha 2 Chain) is a Protein Coding gene.                                            Diseases associated with COL4A2 include Brain Small Vessel Disease 2 and Hemorrhage, Intracerebral.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include extracellular matrix structural constituent.                                            An important paralog of this gene is COL4A6.","Type IV collagen is the major structural component of glomerular basement membranes (GBM), forming a 'chicken-wire' meshwork together with laminins, proteoglycans and entactin/nidogen.
                         CO4A2_HUMAN,P08572
                         ","Wed Sep 09 08:48:01 2020"
"col4a6","NONHSAG055080.2","NA","                                            NONHSAG055080.2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            NONHSAG055080.2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Wed Sep 09 08:48:02 2020"
"col4a6","MMP1","ENSG00000196611","This gene encodes a member of the peptidase M10 family of matrix metalloproteinases (MMPs). Proteins in this family are involved in the breakdown of extracellular matrix in normal physiological processes, such as embryonic development, reproduction, and tissue remodeling, as well as in disease processes, such as arthritis and metastasis. The encoded preproprotein is proteolytically processed to generate the mature protease. This secreted protease breaks down the interstitial collagens, including types I, II, and III. The gene is part of a cluster of MMP genes on chromosome 11. Mutations in this gene are associated with chronic obstructive pulmonary disease (COPD). Alternative splicing results in multiple transcript variants, at least one of which encodes an isoform that is proteolytically processed. [provided by RefSeq, Jan 2016]","                                            MMP1 (Matrix Metallopeptidase 1) is a Protein Coding gene.                                            Diseases associated with MMP1 include Epidermolysis Bullosa Dystrophica, Autosomal Recessive and Recessive Dystrophic Epidermolysis Bullosa.                                            Among its related pathways are G-protein signaling Ras family GTPases in kinase cascades (scheme) and Degradation of the extracellular matrix.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and metallopeptidase activity.                                            An important paralog of this gene is MMP8.","Cleaves collagens of types I, II, and III at one site in the helical domain. Also cleaves collagens of types VII and X (PubMed:2557822, PubMed:2153297, PubMed:1645757). In case of HIV infection, interacts and cleaves the secreted viral Tat protein, leading to a decrease in neuronal Tat's mediated neurotoxicity (PubMed:16807369).
                         MMP1_HUMAN,P03956
                         ","Wed Sep 09 08:48:03 2020"
"col4a6","IGF2","ENSG00000167244","This gene encodes a member of the insulin family of polypeptide growth factors, which are involved in development and growth. It is an imprinted gene, expressed only from the paternal allele, and epigenetic changes at this locus are associated with Wilms tumour, Beckwith-Wiedemann syndrome, rhabdomyosarcoma, and Silver-Russell syndrome. A read-through INS-IGF2 gene exists, whose 5' region overlaps the INS gene and the 3' region overlaps this gene. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2010]","                                            IGF2 (Insulin Like Growth Factor 2) is a Protein Coding gene.                                            Diseases associated with IGF2 include Silver-Russell Syndrome 3 and Silver-Russell Syndrome 1.                                            Among its related pathways are Apoptosis Modulation and Signaling and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include growth factor activity and insulin receptor binding.                                            An important paralog of this gene is IGF1.","The insulin-like growth factors possess growth-promoting activity. Major fetal growth hormone in mammals. Plays a key role in regulating fetoplacental development. IGF-II is influenced by placental lactogen. Also involved in tissue differentiation. Positively regulates myogenic transcription factor MYOD1 function by facilitating the recruitment of transcriptional coactivators, thereby controlling muscle terminal differentiation (By similarity). In adults, involved in glucose metabolism in adipose tissue, skeletal muscle and liver (Probable). Acts as a ligand for integrin which is required for IGF2 signaling (PubMed:28873464).
                         IGF2_HUMAN,P01344
                         ","Wed Sep 09 08:48:05 2020"
"col4a6","ESR1","ENSG00000091831","This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative promoter usage and alternative splicing result in dozens of transcript variants, but the full-length nature of many of these variants has not been determined. [provided by RefSeq, Mar 2014]","                                            ESR1 (Estrogen Receptor 1) is a Protein Coding gene.                                            Diseases associated with ESR1 include Estrogen Resistance and Breast Cancer.                                            Among its related pathways are Estrogen signaling pathway and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and identical protein binding.                                            An important paralog of this gene is ESR2.","Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Ligand binding induces a conformational change allowing subsequent or combinatorial association with multiprotein coactivator complexes through LXXLL motifs of their respective components. Mutual transrepression occurs between the estrogen receptor (ER) and NF-kappa-B in a cell-type specific manner. Decreases NF-kappa-B DNA-binding activity and inhibits NF-kappa-B-mediated transcription from the IL6 promoter and displace RELA/p65 and associated coregulators from the promoter. Recruited to the NF-kappa-B response element of the CCL2 and IL8 promoters and can displace CREBBP. Present with NF-kappa-B components RELA/p65 and NFKB1/p50 on ERE sequences. Can also act synergistically with NF-kappa-B to activate transcription involving respective recruitment adjacent response elements; the function involves CREBBP. Can activate the transcriptional activity of TFF1. Also mediates membrane-initiated estrogen signaling involving various kinase cascades. Isoform 3 is involved in activation of NOS3 and endothelial nitric oxide production. Isoforms lacking one or several functional domains are thought to modulate transcriptional activity by competitive ligand or DNA binding and/or heterodimerization with the full-length receptor. Essential for MTA1-mediated transcriptional regulation of BRCA1 and BCAS3. Isoform 3 can bind to ERE and inhibit isoform 1.
                         ESR1_HUMAN,P03372
                         ","Wed Sep 09 08:48:07 2020"
"col4a6","ESR2","ENSG00000140009","This gene encodes a member of the family of estrogen receptors and superfamily of nuclear receptor transcription factors. The gene product contains an N-terminal DNA binding domain and C-terminal ligand binding domain and is localized to the nucleus, cytoplasm, and mitochondria. Upon binding to 17beta-estradiol or related ligands, the encoded protein forms homo- or hetero-dimers that interact with specific DNA sequences to activate transcription. Some isoforms dominantly inhibit the activity of other estrogen receptor family members. Several alternatively spliced transcript variants of this gene have been described, but the full-length nature of some of these variants has not been fully characterized. [provided by RefSeq, Jul 2008]","                                            ESR2 (Estrogen Receptor 2) is a Protein Coding gene.                                            Diseases associated with ESR2 include Ovarian Dysgenesis 8 and Thyroid Carcinoma, Familial Medullary.                                            Among its related pathways are Chks in Checkpoint Regulation and Gene Expression.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and enzyme binding.                                            An important paralog of this gene is ESR1.","Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.
                         ESR2_HUMAN,Q92731
                         ","Wed Sep 09 08:48:08 2020"
"col4a6","GNRH1","ENSG00000147437","This gene encodes a preproprotein that is proteolytically processed to generate a peptide that is a member of the gonadotropin-releasing hormone (GnRH) family of peptides. Alternative splicing results in multiple transcript variants, at least one of which is secreted and then cleaved to generate gonadoliberin-1 and GnRH-associated peptide 1. Gonadoliberin-1 stimulates the release of luteinizing and follicle stimulating hormones, which are important for reproduction. Mutations in this gene are associated with hypogonadotropic hypogonadism. [provided by RefSeq, Nov 2015]","                                            GNRH1 (Gonadotropin Releasing Hormone 1) is a Protein Coding gene.                                            Diseases associated with GNRH1 include Hypogonadotropic Hypogonadism 12 With Or Without Anosmia and Normosmic Congenital Hypogonadotropic Hypogonadism.                                            Among its related pathways are Integrin Pathway and RET signaling.                                            Gene Ontology (GO) annotations related to this gene include hormone activity and gonadotropin hormone-releasing hormone activity.                                            An important paralog of this gene is GNRH2.","Stimulates the secretion of gonadotropins; it stimulates the secretion of both luteinizing and follicle-stimulating hormones.
                         GON1_HUMAN,P01148
                         ","Wed Sep 09 08:48:14 2020"
"col4a6","EPPIN","ENSG00000101448","This gene encodes an epididymal protease inhibitor, which contains both kunitz-type and WAP-type four-disulfide core (WFDC) protease inhibitor consensus sequences. Most WFDC genes are localized to chromosome 20q12-q13 in two clusters: centromeric and telomeric. This gene is a member of the WFDC gene family and belongs to the telomeric cluster. The protein can inhibit human sperm motility and exhibits antimicrobial activity against E. coli, and polymorphisms in this gene are associated with male infertility. Read-through transcription also exists between this gene and the downstream WFDC6 (WAP four-disulfide core domain 6) gene. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2014]","                                            EPPIN (Epididymal Peptidase Inhibitor) is a Protein Coding gene.                                            Diseases associated with EPPIN include Male Infertility and Orchitis.                                            Among its related pathways are Innate Immune System and Defensins.                                            Gene Ontology (GO) annotations related to this gene include serine-type endopeptidase inhibitor activity and peptidase inhibitor activity.                                            An important paralog of this gene is EPPIN-WFDC6.","Serine protease inhibitor that plays an essential role in male reproduction and fertility. Modulates the hydrolysis of SEMG1 by KLK3/PSA (a serine protease), provides antimicrobial protection for spermatozoa in the ejaculate coagulum, and binds SEMG1 thereby inhibiting sperm motility.
                         EPPI_HUMAN,O95925
                         ","Wed Sep 09 08:48:15 2020"
"col4a6","PGR","ENSG00000082175","This gene encodes a member of the steroid receptor superfamily. The encoded protein mediates the physiological effects of progesterone, which plays a central role in reproductive events associated with the establishment and maintenance of pregnancy. This gene uses two distinct promotors and translation start sites in the first exon to produce several transcript variants, both protein coding and non-protein coding. Two of the isoforms (A and B) are identical except for an additional 165 amino acids found in the N-terminus of isoform B and mediate their own response genes and physiologic effects with little overlap. [provided by RefSeq, Sep 2015]","                                            PGR (Progesterone Receptor) is a Protein Coding gene.                                            Diseases associated with PGR include Progesterone Resistance and Myoma.                                            Among its related pathways are Signaling by GPCR and Cellular roles of Anthrax toxin.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and signaling receptor binding.                                            An important paralog of this gene is NR3C2.","The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Depending on the isoform, progesterone receptor functions as transcriptional activator or repressor.
                         PRGR_HUMAN,P06401
                         ","Wed Sep 09 08:48:16 2020"
