"proteinSearched","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"col4a5","COL1A1","ENSG00000108821","This gene encodes the pro-alpha1 chains of type I collagen whose triple helix comprises two alpha1 chains and one alpha2 chain. Type I is a fibril-forming collagen found in most connective tissues and is abundant in bone, cornea, dermis and tendon. Mutations in this gene are associated with osteogenesis imperfecta types I-IV, Ehlers-Danlos syndrome type VIIA, Ehlers-Danlos syndrome Classical type, Caffey Disease and idiopathic osteoporosis. Reciprocal translocations between chromosomes 17 and 22, where this gene and the gene for platelet-derived growth factor beta are located, are associated with a particular type of skin tumor called dermatofibrosarcoma protuberans, resulting from unregulated expression of the growth factor. Two transcripts, resulting from the use of alternate polyadenylation signals, have been identified for this gene. [provided by R. Dalgleish, Feb 2008]","                                            COL1A1 (Collagen Type I Alpha 1 Chain) is a Protein Coding gene.                                            Diseases associated with COL1A1 include Caffey Disease and Osteogenesis Imperfecta, Type I.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and platelet-derived growth factor binding.                                            An important paralog of this gene is COL2A1.","Type I collagen is a member of group I collagen (fibrillar forming collagen).
                         CO1A1_HUMAN,P02452
                         ","Wed Sep 09 08:47:11 2020"
"col4a5","COL4A2","ENSG00000134871","This gene encodes one of the six subunits of type IV collagen, the major structural component of basement membranes. The C-terminal portion of the protein, known as canstatin, is an inhibitor of angiogenesis and tumor growth. Like the other members of the type IV collagen gene family, this gene is organized in a head-to-head conformation with another type IV collagen gene so that each gene pair shares a common promoter. [provided by RefSeq, Jul 2008]","                                            COL4A2 (Collagen Type IV Alpha 2 Chain) is a Protein Coding gene.                                            Diseases associated with COL4A2 include Brain Small Vessel Disease 2 and Hemorrhage, Intracerebral.                                            Among its related pathways are Integrin Pathway and Collagen chain trimerization.                                            Gene Ontology (GO) annotations related to this gene include extracellular matrix structural constituent.                                            An important paralog of this gene is COL4A6.","Type IV collagen is the major structural component of glomerular basement membranes (GBM), forming a 'chicken-wire' meshwork together with laminins, proteoglycans and entactin/nidogen.
                         CO4A2_HUMAN,P08572
                         ","Wed Sep 09 08:47:12 2020"
"col4a5","FH","ENSG00000091483","The protein encoded by this gene is an enzymatic component of the tricarboxylic acid (TCA) cycle, or Krebs cycle, and catalyzes the formation of L-malate from fumarate. It exists in both a cytosolic form and an N-terminal extended form, differing only in the translation start site used. The N-terminal extended form is targeted to the mitochondrion, where the removal of the extension generates the same form as in the cytoplasm. It is similar to some thermostable class II fumarases and functions as a homotetramer. Mutations in this gene can cause fumarase deficiency and lead to progressive encephalopathy. [provided by RefSeq, Jul 2008]","                                            FH (Fumarate Hydratase) is a Protein Coding gene.                                            Diseases associated with FH include Fumarase Deficiency and Hereditary Leiomyomatosis And Renal Cell Cancer.                                            Among its related pathways are Citrate cycle (TCA cycle) and ErbB signaling pathway.                                            Gene Ontology (GO) annotations related to this gene include lyase activity and fumarate hydratase activity.                                            An important paralog of this gene is ASL.","Catalyzes the reversible stereospecific interconversion of fumarate to L-malate (PubMed:30761759). Experiments in other species have demonstrated that specific isoforms of this protein act in defined pathways and favor one direction over the other (Probable).
                         FUMH_HUMAN,P07954
                         ","Wed Sep 09 08:47:14 2020"
"col4a5","MIRLET7C","NA","microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009]","                                            MIRLET7C (MicroRNA Let-7c) is an RNA Gene, and is affiliated with the miRNA class.                                            Diseases associated with MIRLET7C include Leiomyoma, Uterine and Burkitt Lymphoma.                                            Among its related pathways are MicroRNAs in cancer and Metastatic brain tumor.                                                                                        ","let-7 microRNA precursor
                        RF00027
                        ","Wed Sep 09 08:47:14 2020"
"col4a5","LAMA5","ENSG00000130702","This gene encodes one of the vertebrate laminin alpha chains. Laminins, a family of extracellular matrix glycoproteins, are the major noncollagenous constituent of basement membranes. They have been implicated in a wide variety of biological processes including cell adhesion, differentiation, migration, signaling, neurite outgrowth and metastasis. Laminins are composed of 3 non identical chains: laminin alpha, beta and gamma (formerly A, B1, and B2, respectively) and they form a cruciform structure consisting of 3 short arms, each formed by a different chain, and a long arm composed of all 3 chains. Each laminin chain is a multidomain protein encoded by a distinct gene. The protein encoded by this gene is the alpha-5 subunit of of laminin-10 (laminin-511), laminin-11 (laminin-521) and laminin-15 (laminin-523). [provided by RefSeq, Jun 2013]","                                            LAMA5 (Laminin Subunit Alpha 5) is a Protein Coding gene.                                            Diseases associated with LAMA5 include Lama5-Related Multisystemic Syndrome and Vitreous Detachment.                                            Among its related pathways are Integrin Pathway and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include signaling receptor binding and integrin binding.                                            An important paralog of this gene is LAMA3.","Binding to cells via a high affinity receptor, laminin is thought to mediate the attachment, migration and organization of cells into tissues during embryonic development by interacting with other extracellular matrix components.
                         LAMA5_HUMAN,O15230
                         ","Wed Sep 09 08:47:18 2020"
"col4a5","EGF","ENSG00000138798","This gene encodes a member of the epidermal growth factor superfamily. The encoded preproprotein is proteolytically processed to generate the 53-amino acid epidermal growth factor peptide. This protein acts a potent mitogenic factor that plays an important role in the growth, proliferation and differentiation of numerous cell types. This protein acts by binding with high affinity to the cell surface receptor, epidermal growth factor receptor. Defects in this gene are the cause of hypomagnesemia type 4. Dysregulation of this gene has been associated with the growth and progression of certain cancers. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein that is proteolytically processed. [provided by RefSeq, Jan 2016]","                                            EGF (Epidermal Growth Factor) is a Protein Coding gene.                                            Diseases associated with EGF include Hypomagnesemia 4, Renal and Familial Primary Hypomagnesemia With Normocalciuria And Normocalcemia.                                            Among its related pathways are DAG and IP3 signaling and RET signaling.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and epidermal growth factor receptor binding.                                            An important paralog of this gene is LRP1.","EGF stimulates the growth of various epidermal and epithelial tissues in vivo and in vitro and of some fibroblasts in cell culture. Magnesiotropic hormone that stimulates magnesium reabsorption in the renal distal convoluted tubule via engagement of EGFR and activation of the magnesium channel TRPM6. Can induce neurite outgrowth in motoneurons of the pond snail Lymnaea stagnalis in vitro (PubMed:10964941).
                         EGF_HUMAN,P01133
                         ","Wed Sep 09 08:47:20 2020"
"col4a5","MYH9","ENSG00000100345","This gene encodes a conventional non-muscle myosin; this protein should not be confused with the unconventional myosin-9a or 9b (MYO9A or MYO9B). The encoded protein is a myosin IIA heavy chain that contains an IQ domain and a myosin head-like domain which is involved in several important functions, including cytokinesis, cell motility and maintenance of cell shape. Defects in this gene have been associated with non-syndromic sensorineural deafness autosomal dominant type 17, Epstein syndrome, Alport syndrome with macrothrombocytopenia, Sebastian syndrome, Fechtner syndrome and macrothrombocytopenia with progressive sensorineural deafness. [provided by RefSeq, Dec 2011]","                                            MYH9 (Myosin Heavy Chain 9) is a Protein Coding gene.                                            Diseases associated with MYH9 include Macrothrombocytopenia And Granulocyte Inclusions With Or Without Nephritis Or Sensorineural Hearing Loss and Deafness, Autosomal Dominant 17.                                            Among its related pathways are Signaling by GPCR and Pathogenic Escherichia coli infection.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity.                                            An important paralog of this gene is MYH10.","Cellular myosin that appears to play a role in cytokinesis, cell shape, and specialized functions such as secretion and capping. During cell spreading, plays an important role in cytoskeleton reorganization, focal contacts formation (in the margins but not the central part of spreading cells), and lamellipodial retraction; this function is mechanically antagonized by MYH10.
                         MYH9_HUMAN,P35579
                         ","Wed Sep 09 08:47:22 2020"
"col4a5","TGFB1","ENSG00000105329","This gene encodes a secreted ligand of the TGF-beta (transforming growth factor-beta) superfamily of proteins. Ligands of this family bind various TGF-beta receptors leading to recruitment and activation of SMAD family transcription factors that regulate gene expression. The encoded preproprotein is proteolytically processed to generate a latency-associated peptide (LAP) and a mature peptide, and is found in either a latent form composed of a mature peptide homodimer, a LAP homodimer, and a latent TGF-beta binding protein, or in an active form consisting solely of the mature peptide homodimer. The mature peptide may also form heterodimers with other TGFB family members. This encoded protein regulates cell proliferation, differentiation and growth, and can modulate expression and activation of other growth factors including interferon gamma and tumor necrosis factor alpha. This gene is frequently upregulated in tumor cells, and mutations in this gene result in Camurati-Engelmann disease. [provided by RefSeq, Aug 2016]","                                            TGFB1 (Transforming Growth Factor Beta 1) is a Protein Coding gene.                                            Diseases associated with TGFB1 include Camurati-Engelmann Disease and Inflammatory Bowel Disease, Immunodeficiency, And Encephalopathy.                                            Among its related pathways are Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway and Transcriptional activity of SMAD2/SMAD3-SMAD4 heterotrimer.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity and enzyme binding.                                            An important paralog of this gene is TGFB3.","Transforming growth factor beta-1 proprotein: Precursor of the Latency-associated peptide (LAP) and Transforming growth factor beta-1 (TGF-beta-1) chains, which constitute the regulatory and active subunit of TGF-beta-1, respectively.
                         TGFB1_HUMAN,P01137
                         ","Wed Sep 09 08:47:24 2020"
"col4a5","LAMB1","ENSG00000091136","Laminins, a family of extracellular matrix glycoproteins, are the major noncollagenous constituent of basement membranes. They have been implicated in a wide variety of biological processes including cell adhesion, differentiation, migration, signaling, neurite outgrowth and metastasis. Laminins are composed of 3 non identical chains: laminin alpha, beta and gamma (formerly A, B1, and B2, respectively) and they form a cruciform structure consisting of 3 short arms, each formed by a different chain, and a long arm composed of all 3 chains. Each laminin chain is a multidomain protein encoded by a distinct gene. Several isoforms of each chain have been described. Different alpha, beta and gamma chain isomers combine to give rise to different heterotrimeric laminin isoforms which are designated by Arabic numerals in the order of their discovery, i.e. alpha1beta1gamma1 heterotrimer is laminin 1. The biological functions of the different chains and trimer molecules are largely unknown, but some of the chains have been shown to differ with respect to their tissue distribution, presumably reflecting diverse functions in vivo. This gene encodes the beta chain isoform laminin, beta 1. The beta 1 chain has 7 structurally distinct domains which it shares with other beta chain isomers. The C-terminal helical region containing domains I and II are separated by domain alpha, domains III and V contain several EGF-like repeats, and domains IV and VI have a globular conformation. Laminin, beta 1 is expressed in most tissues that produce basement membranes, and is one of the 3 chains constituting laminin 1, the first laminin isolated from Engelbreth-Holm-Swarm (EHS) tumor. A sequence in the beta 1 chain that is involved in cell attachment, chemotaxis, and binding to the laminin receptor was identified and shown to have the capacity to inhibit metastasis. [provided by RefSeq, Aug 2011]","                                            LAMB1 (Laminin Subunit Beta 1) is a Protein Coding gene.                                            Diseases associated with LAMB1 include Lissencephaly 5 and Pierson Syndrome.                                            Among its related pathways are Integrin Pathway and Cell adhesion_Plasmin signaling.                                            Gene Ontology (GO) annotations related to this gene include enzyme binding and integrin binding.                                            An important paralog of this gene is LAMB2.","Binding to cells via a high affinity receptor, laminin is thought to mediate the attachment, migration and organization of cells into tissues during embryonic development by interacting with other extracellular matrix components. Involved in the organization of the laminar architecture of cerebral cortex. It is probably required for the integrity of the basement membrane/glia limitans that serves as an anchor point for the endfeet of radial glial cells and as a physical barrier to migrating neurons. Radial glial cells play a central role in cerebral cortical development, where they act both as the proliferative unit of the cerebral cortex and a scaffold for neurons migrating toward the pial surface.
                         LAMB1_HUMAN,P07942
                         ","Wed Sep 09 08:47:27 2020"
"col4a5","ATG4A","ENSG00000101844","Autophagy is the process by which endogenous proteins and damaged organelles are destroyed intracellularly. Autophagy is postulated to be essential for cell homeostasis and cell remodeling during differentiation, metamorphosis, non-apoptotic cell death, and aging. Reduced levels of autophagy have been described in some malignant tumors, and a role for autophagy in controlling the unregulated cell growth linked to cancer has been proposed. This gene encodes a member of the autophagin protein family. The encoded protein is also designated as a member of the C-54 family of cysteine proteases. [provided by RefSeq, Mar 2016]","                                            ATG4A (Autophagy Related 4A Cysteine Peptidase) is a Protein Coding gene.                                            Diseases associated with ATG4A include Anus Benign Neoplasm.                                            Among its related pathways are Macroautophagy and Nanoparticle triggered autophagic cell death.                                            Gene Ontology (GO) annotations related to this gene include cysteine-type endopeptidase activity and cysteine-type peptidase activity.                                            An important paralog of this gene is ATG4B.","Cysteine protease required for the cytoplasm to vacuole transport (Cvt) and autophagy. Cleaves the C-terminal amino acid of ATG8 family proteins to reveal a C-terminal glycine. Exposure of the glycine at the C-terminus is essential for ATG8 proteins conjugation to phosphatidylethanolamine (PE) and insertion to membranes, which is necessary for autophagy. Preferred substrate is GABARAPL2 followed by MAP1LC3A and GABARAP. Has also an activity of delipidating enzyme for the PE-conjugated forms.
                         ATG4A_HUMAN,Q8WYN0
                         ","Wed Sep 09 08:47:27 2020"
"col4a5","TGFB3","ENSG00000119699","This gene encodes a secreted ligand of the TGF-beta (transforming growth factor-beta) superfamily of proteins. Ligands of this family bind various TGF-beta receptors leading to recruitment and activation of SMAD family transcription factors that regulate gene expression. The encoded preproprotein is proteolytically processed to generate a latency-associated peptide (LAP) and a mature peptide, and is found in either a latent form composed of a mature peptide homodimer, a LAP homodimer, and a latent TGF-beta binding protein, or in an active form consisting solely of the mature peptide homodimer. The mature peptide may also form heterodimers with other TGF-beta family members. This protein is involved in embryogenesis and cell differentiation, and may play a role in wound healing. Mutations in this gene are a cause of aortic aneurysms and dissections, as well as familial arrhythmogenic right ventricular dysplasia 1. [provided by RefSeq, Aug 2016]","                                            TGFB3 (Transforming Growth Factor Beta 3) is a Protein Coding gene.                                            Diseases associated with TGFB3 include Loeys-Dietz Syndrome 5 and Arrhythmogenic Right Ventricular Dysplasia, Familial, 1.                                            Among its related pathways are Degradation of the extracellular matrix and NF-KappaB Family Pathway.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and cytokine activity.                                            An important paralog of this gene is TGFB2.","Transforming growth factor beta-3 proprotein: Precursor of the Latency-associated peptide (LAP) and Transforming growth factor beta-3 (TGF-beta-3) chains, which constitute the regulatory and active subunit of TGF-beta-3, respectively.
                         TGFB3_HUMAN,P10600
                         ","Wed Sep 09 08:47:31 2020"
"col4a5","LAMA1","ENSG00000101680","This gene encodes one of the alpha 1 subunits of laminin. The laminins are a family of extracellular matrix glycoproteins that have a heterotrimeric structure consisting of an alpha, beta and gamma chain. These proteins make up a major component of the basement membrane and have been implicated in a wide variety of biological processes including cell adhesion, differentiation, migration, signaling, neurite outgrowth and metastasis. Mutations in this gene may be associated with Poretti-Boltshauser syndrome. [provided by RefSeq, Sep 2014]","                                            LAMA1 (Laminin Subunit Alpha 1) is a Protein Coding gene.                                            Diseases associated with LAMA1 include Poretti-Boltshauser Syndrome and Myopia.                                            Among its related pathways are Integrin Pathway and Cell adhesion_Plasmin signaling.                                            Gene Ontology (GO) annotations related to this gene include signaling receptor binding and glycosphingolipid binding.                                            An important paralog of this gene is LAMA2.","Binding to cells via a high affinity receptor, laminin is thought to mediate the attachment, migration and organization of cells into tissues during embryonic development by interacting with other extracellular matrix components.
                         LAMA1_HUMAN,P25391
                         ","Wed Sep 09 08:47:34 2020"
"col4a5","ENSG00000260548","NA","                                            ENSG00000260548  is a Protein Coding gene.                                                                                                                                                                                ","                                            ENSG00000260548  is a Protein Coding gene.                                                                                                                                                                                ","no summary","Wed Sep 09 08:47:36 2020"
